Matthew|2|2|Saying, Where is He who has been born King of the Jews? For we saw His star at its rising and have come to worship Him.
Matthew|2|3|And when Herod the king heard this, he was troubled and all Jerusalem with him.
Matthew|2|4|And gathering together all the chief priests and scribes of the people, he inquired of them where the Christ was to be born.
Matthew|2|5|And they said to him, In Bethlehem of Judea, for so it is written through the prophet:
Matthew|2|6|“And you, Bethlehem, land of Judah, by no means are you the least among the princes of Judah; for out of you shall come forth a Ruler, One who will shepherd My people Israel.”
Matthew|2|7|Then Herod, secretly calling the magi, determined accurately from them the time that the star appeared.
Matthew|2|8|And sending them to Bethlehem, he said, Go and find out accurately about the child. And when you find Him, report to me, so that I also may come and worship Him.
Matthew|2|9|And after they heard the king, they went their way, and behold, the star which they saw at its rising led them until it came and stood over the place where the child was.
Matthew|2|10|And when they saw the star, they rejoiced exceedingly with great joy.
Matthew|2|11|And they came into the house and saw the child with Mary His mother. And falling down, they worshipped Him; and opening their treasures, they offered gifts to Him, gold and frankincense and myrrh.
Matthew|2|12|And because they had been divinely instructed in a dream not to return to Herod, they departed by another way to their country.
Matthew|2|13|Now when they had departed, behold, an angel of the Lord appeared in a dream to Joseph, saying, Arise, take the child and His mother and flee into Egypt, and stay there until I tell you; for Herod is going to seek the child to destroy Him.
Matthew|2|14|And he arose and took the child and His mother by night and departed into Egypt,
Matthew|2|15|And was there until the death of Herod, in order that what was spoken by the Lord through the prophet might be fulfilled, saying, “Out of Egypt I called My Son.”
Matthew|2|16|Then Herod, seeing that he had been mocked by the magi, became greatly enraged, and sending out men, he did away with all the boys who were in Bethlehem and in all its borders from two years old and under, according to the time that he had accurately determined from the magi.
Matthew|2|17|At that time what was spoken through Jeremiah the prophet was fulfilled, saying,
Matthew|2|18|“A voice in Ramah was heard, weeping and great lamentation: Rachel weeping for her children, and she would not be comforted, because they are no more.”
Matthew|2|19|And when Herod had died, behold, an angel of the Lord appeared in a dream to Joseph in Egypt,
Matthew|2|20|Saying, Arise, take the child and His mother and go into the land of Israel, for those who seek the life of the child have died.
Matthew|2|21|And he arose and took the child and His mother and entered into the land of Israel.
Matthew|2|22|But because he heard that Archelaus was reigning over Judea in place of his father Herod, he was afraid to go there; and having been divinely instructed in a dream, he departed into the regions of Galilee.
Matthew|2|23|And he came and settled in a city called Nazareth, so that what was spoken through the prophets might be fulfilled, He shall be called a Nazarene.
Matthew|3|1|Now in those days John the Baptist appeared, preaching in the wilderness of Judea
Matthew|3|2|And saying, Repent, for the kingdom of the heavens has drawn near.
Matthew|3|3|For this is he who was spoken of through Isaiah the prophet, saying, “A voice of one crying in the wilderness, Prepare the way of the Lord; make straight His paths.”
Matthew|3|4|Now this John had his garment of camel’s hair and a leather girdle around his loins, and his food was locusts and wild honey.
Matthew|3|5|At that time Jerusalem and all Judea and all the surrounding region of the Jordan went out to him,
Matthew|3|6|And they were baptized by him in the Jordan River as they confessed their sins.
Matthew|3|7|But when he saw many of the Pharisees and Sadducees coming to his baptism, he said to them, Offspring of vipers, who prompted you to flee from the coming wrath?
Matthew|3|8|Produce then fruit worthy of your repentance.
Matthew|3|9|And do not presume to say within yourselves, We have Abraham as our father; for I tell you that God is able, out of these stones, to raise up children to Abraham.
Matthew|3|10|And already the axe is laid at the root of the trees. Every tree therefore that does not produce good fruit is cut down and cast into the fire.
Matthew|3|11|I baptize you in water unto repentance, but He who is coming after me is stronger than I, whose sandals I am not worthy to carry. He Himself will baptize you in the Holy Spirit and fire,
Matthew|3|12|Whose winnowing fan is in His hand. And He will thoroughly cleanse His threshing floor and will gather His wheat into the barn, but the chaff He will burn up with unquenchable fire.
Matthew|3|13|Then Jesus came from Galilee to the Jordan to John to be baptized by him.
Matthew|3|14|But John tried to prevent Him, saying, It is I who have need of being baptized by You, and You come to me?
Matthew|3|15|But Jesus answered and said to him, Permit it for now, for it is fitting for us in this way to fulfill all righteousness. Then he permitted Him.
Matthew|3|16|And having been baptized, Jesus went up immediately from the water, and behold, the heavens were opened to Him, and He saw the Spirit of God descending like a dove and coming upon Him.
Matthew|3|17|And behold, a voice out of the heavens, saying, This is My Son, the Beloved, in whom I have found My delight.
Matthew|4|1|Then Jesus was led up into the wilderness by the Spirit to be tempted by the devil.
Matthew|4|2|And when He had fasted forty days and forty nights, afterward He became hungry.
Matthew|4|3|And the tempter came and said to Him, If You are the Son of God, speak that these stones may become loaves of bread.
Matthew|4|4|But He answered and said, It is written, “Man shall not live on bread alone, but on every word that proceeds out through the mouth of God.”
Matthew|4|5|Then the devil took Him into the holy city and set Him on the wing of the temple,
Matthew|4|6|And said to Him, If You are the Son of God, cast Yourself down; for it is written, “To His angels He shall give charge concerning You, and on their hands they shall bear You up, lest You strike Your foot against a stone.”
Matthew|4|7|Jesus said to him, Again, it is written, “You shall not test the Lord your God.”
Matthew|4|8|Again, the devil took Him to a very high mountain and showed Him all the kingdoms of the world and their glory.
Matthew|4|9|And he said to Him, All these will I give You if You will fall down and worship me.
Matthew|4|10|Then Jesus said to him, Go away, Satan! For it is written, “You shall worship the Lord your God, and Him only shall you serve.”
Matthew|4|11|Then the devil left Him, and behold, angels came and ministered to Him.
Matthew|4|12|Now when He heard that John was delivered up, He withdrew into Galilee.
Matthew|4|13|And leaving Nazareth, He came and dwelt in Capernaum, which is beside the sea in the borders of Zebulun and Naphtali,
Matthew|4|14|In order that what was spoken through Isaiah the prophet might be fulfilled, saying,
Matthew|4|15|“Land of Zebulun and land of Naphtali, the way to the sea, beyond the Jordan, Galilee of the Gentiles:
Matthew|4|16|The people sitting in darkness have seen a great light; and to those sitting in the region and shadow of death, to them light has risen.”
Matthew|4|17|From that time Jesus began to proclaim and to say, Repent, for the kingdom of the heavens has drawn near.
Matthew|4|18|And while He was walking beside the Sea of Galilee, He saw two brothers, Simon, who is called Peter, and Andrew his brother, casting a net into the sea, for they were fishermen.
Matthew|4|19|And He said to them, Come after Me, and I will make you fishers of men.
Matthew|4|20|And immediately leaving the nets, they followed Him.
Matthew|4|21|And going on from there, He saw another two brothers, James the son of Zebedee and John his brother, in the boat with Zebedee their father, mending their nets; and He called them.
Matthew|4|22|And immediately leaving the boat and their father, they followed Him.
Matthew|4|23|And Jesus went about in all of Galilee, teaching in their synagogues and proclaiming the gospel of the kingdom and healing every disease and every sickness among the people.
Matthew|4|24|And the report concerning Him went out into all of Syria; and they brought to Him all who were ill, those afflicted with various diseases and torments and those possessed by demons and epileptics and paralytics; and He healed them.
Matthew|4|25|And great crowds followed Him from Galilee and Decapolis and Jerusalem and Judea and from beyond the Jordan.
Matthew|5|1|And when He saw the crowds, He went up to the mountain. And after He sat down, His disciples came to Him.
Matthew|5|2|And opening His mouth, He taught them, saying,
Matthew|5|3|Blessed are the poor in spirit, for theirs is the kingdom of the heavens.
Matthew|5|4|Blessed are those who mourn, for they shall be comforted.
Matthew|5|5|Blessed are the meek, for they shall inherit the earth.
Matthew|5|6|Blessed are those who hunger and thirst for righteousness, for they shall be satisfied.
Matthew|5|7|Blessed are the merciful, for they shall be shown mercy.
Matthew|5|8|Blessed are the pure in heart, for they shall see God.
Matthew|5|9|Blessed are the peacemakers, for they shall be called the sons of God.
Matthew|5|10|Blessed are those who are persecuted for the sake of righteousness, for theirs is the kingdom of the heavens.
Matthew|5|11|Blessed are you when they reproach and persecute you, and while speaking lies, say every evil thing against you because of Me.
Matthew|5|12|Rejoice and exult, for your reward is great in the heavens; for so they persecuted the prophets who were before you.
Matthew|5|13|You are the salt of the earth. But if the salt has become tasteless, with what shall it be salted? It is no longer good for anything except to be cast out and trampled underfoot by men.
Matthew|5|14|You are the light of the world. It is impossible for a city situated upon a mountain to be hidden.
Matthew|5|15|Nor do men light a lamp and place it under the bushel, but on the lampstand; and it shines to all who are in the house.
Matthew|5|16|In the same way, let your light shine before men, so that they may see your good works and glorify your Father who is in the heavens.
Matthew|5|17|Do not think that I have come to abolish the law or the prophets; I have not come to abolish, but to fulfill.
Matthew|5|18|For truly I say to you, Until heaven and earth pass away, one iota or one serif shall by no means pass away from the law until all come to pass.
Matthew|5|19|Therefore whoever annuls one of the least of these commandments, and teaches men so, shall be called the least in the kingdom of the heavens; but whoever practices and teaches them, he shall be called great in the kingdom of the heavens.
Matthew|5|20|For I say to you that unless your righteousness surpasses that of the scribes and Pharisees, you shall by no means enter into the kingdom of the heavens.
Matthew|5|21|You have heard that it was said to the ancients, “You shall not murder, and whoever murders shall be liable to the judgment.”
Matthew|5|22|But I say to you that everyone who is angry with his brother shall be liable to the judgment. And whoever says to his brother, Raca, shall be liable to the judgment of the Sanhedrin; and whoever says, Moreh, shall be liable to the Gehenna of fire.
Matthew|5|23|Therefore if you are offering your gift at the altar and there you remember that your brother has something against you,
Matthew|5|24|Leave your gift there before the altar, and first go and be reconciled to your brother, and then come and offer your gift.
Matthew|5|25|Be well disposed quickly toward your opponent at law, while you are with him on the way, lest the opponent deliver you to the judge, and the judge to the officer, and you be thrown into prison.
Matthew|5|26|Truly I say to you, You shall by no means come out from there until you pay the last quadrans.
Matthew|5|27|You have heard that it was said, “You shall not commit adultery.”
Matthew|5|28|But I say to you that everyone who looks at a woman in order to lust after her has already committed adultery with her in his heart.
Matthew|5|29|So if your right eye stumbles you, pluck it out and cast it from you; for it is more profitable for you that one of your members perish than for your whole body to be cast into Gehenna.
Matthew|5|30|And if your right hand stumbles you, cut it off and cast it from you, for it is more profitable for you that one of your members perish than for your whole body to pass away into Gehenna.
Matthew|5|31|And it was said, Whoever divorces his wife, let him give her a certificate of divorce.
Matthew|5|32|But I say to you that everyone who divorces his wife, except for the cause of fornication, causes her to commit adultery, and whoever marries her who has been divorced commits adultery.
Matthew|5|33|Again, you have heard that it was said to the ancients, “You shall not break an oath, but you shall render to the Lord your oaths.”
Matthew|5|34|But I tell you not to swear at all; neither by heaven, because it is the throne of God;
Matthew|5|35|Nor by the earth, because it is the footstool of His feet; nor unto Jerusalem, because it is the city of the great King;
Matthew|5|36|Neither shall you swear by your head, because you cannot make one hair white or black.
Matthew|5|37|But let your word be, Yes, yes; No, no; for anything more than these is of the evil one.
Matthew|5|38|You have heard that it was said, “An eye for an eye, and a tooth for a tooth.”
Matthew|5|39|But I tell you not to resist him who is evil; rather whoever slaps you on your right cheek, turn to him the other also.
Matthew|5|40|And to him who wishes to sue you and take your tunic, yield to him your cloak also;
Matthew|5|41|And whoever compels you to go one mile, go with him two.
Matthew|5|42|To him who asks of you, give; and from him who wants to borrow from you, do not turn away.
Matthew|5|43|You have heard that it was said, “You shall love your neighbor and hate your enemy.”
Matthew|5|44|But I say to you, Love your enemies, and pray for those who persecute you,
Matthew|5|45|So that you may become sons of your Father who is in the heavens, because He causes His sun to rise on the evil and the good and sends rain on the just and the unjust.
Matthew|5|46|For if you love those who love you, what reward do you have? Do not even the tax collectors do the same?
Matthew|5|47|And if you greet only your brothers, what better thing are you doing? Do not even the Gentiles do the same?
Matthew|5|48|You therefore shall be perfect as your heavenly Father is perfect.
Matthew|6|1|But take care not to do your righteousness before men in order to be gazed at by them; otherwise, you have no reward with your Father who is in the heavens.
Matthew|6|2|Therefore when you give alms, do not sound a trumpet before you as the hypocrites do in the synagogues and in the streets, so that they may be glorified by men. Truly I say to you, They have their reward in full.
Matthew|6|3|But you, when you give alms, do not let your left hand know what your right hand is doing,
Matthew|6|4|So that your alms may be in secret; and your Father who sees in secret will repay you.
Matthew|6|5|And when you pray, you shall not be like the hypocrites, because they love to pray standing in the synagogues and on the street corners, so that they may be seen by men. Truly I say to you, They have their reward in full.
Matthew|6|6|But you, when you pray, enter into your private room, and shut your door and pray to your Father who is in secret; and your Father who sees in secret will repay you.
Matthew|6|7|And in praying do not babble empty words as the Gentiles do; for they suppose that in their multiplicity of words they will be heard.
Matthew|6|8|Therefore do not be like them, for your Father knows the things that you have need of before you ask Him.
Matthew|6|9|You then pray in this way: Our Father who is in the heavens, Your name be sanctified;
Matthew|6|10|Your kingdom come; Your will be done, as in heaven, so also on earth.
Matthew|6|11|Give us today our daily bread.
Matthew|6|12|And forgive us our debts, as we also have forgiven our debtors.
Matthew|6|13|And do not bring us into temptation, but deliver us from the evil one. For Yours is the kingdom and the power and the glory forever. Amen.
Matthew|6|14|For if you forgive men their offenses, your heavenly Father will forgive you also;
Matthew|6|15|But if you do not forgive men their offenses, neither will your Father forgive your offenses.
Matthew|6|16|And when you fast, do not be like the sullen-faced hypocrites, for they disfigure their faces so that they may appear to men to be fasting. Truly I say to you, They have their reward in full.
Matthew|6|17|But you, when you fast, anoint your head and wash your face,
Matthew|6|18|So that you may not appear to men to be fasting, but to your Father who is in secret; and your Father who sees in secret will repay you.
Matthew|6|19|Do not store up for yourselves treasures on the earth, where moth and rust consume and where thieves dig through and steal.
Matthew|6|20|But store up for yourselves treasures in heaven, where neither moth nor rust consumes and where thieves do not dig through nor steal.
Matthew|6|21|For where your treasure is, there will your heart be also.
Matthew|6|22|The lamp of the body is the eye. If therefore your eye is single, your whole body will be full of light;
Matthew|6|23|But if your eye is evil, your whole body will be dark. If then the light that is in you is darkness, how great is the darkness!
Matthew|6|24|No one can serve two masters, for either he will hate the one and love the other, or he will hold to one and despise the other. You cannot serve God and mammon.
Matthew|6|25|Because of this, I say to you, Do not be anxious for your life, what you should eat or what you should drink; nor for your body, what you should put on. Is not the life more than food, and the body than clothing?
Matthew|6|26|Look at the birds of heaven. They do not sow nor reap nor gather into barns, yet your heavenly Father nourishes them. Are you not of more value than they?
Matthew|6|27|Who among you by being anxious can add one cubit to his stature?
Matthew|6|28|And why are you anxious concerning clothing? Consider well the lilies of the field, how they grow. They do not toil, neither do they spin thread.
Matthew|6|29|But I tell you that not even Solomon in all his glory was clothed like one of these.
Matthew|6|30|And if God so arrays the grass of the field, which is here today and tomorrow is cast into the furnace, will He not much more clothe you, you of little faith?
Matthew|6|31|Therefore do not be anxious, saying, What shall we eat? or, What shall we drink? or, With what shall we be clothed?
Matthew|6|32|For all these things the Gentiles are anxiously seeking. For your heavenly Father knows that you need all these things.
Matthew|6|33|But seek first His kingdom and His righteousness, and all these things will be added to you.
Matthew|6|34|Therefore do not be anxious for tomorrow, for tomorrow will be anxious for itself; sufficient for the day is its own evil.
Matthew|7|1|Do not judge, that you be not judged.
Matthew|7|2|For with what judgment you judge, you shall be judged; and with what measure you measure, it shall be measured to you.
Matthew|7|3|And why do you look at the splinter which is in your brother’s eye, but the beam in your eye you do not consider?
Matthew|7|4|Or how can you say to your brother, Let me remove the splinter from your eye, and behold, the beam is in your eye?
Matthew|7|5|Hypocrite, first remove the beam from your eye, and then you will see clearly to remove the splinter from your brother’s eye.
Matthew|7|6|Do not give that which is holy to the dogs, neither cast your pearls before the hogs, lest they trample them with their feet, and turn and tear you.
Matthew|7|7|Ask and it shall be given to you; seek and you shall find; knock and it shall be opened to you.
Matthew|7|8|For everyone who asks receives, and he who seeks finds, and to him who knocks it shall be opened.
Matthew|7|9|Or what man is there among you who, when his son asks him for a loaf, will give him a stone?
Matthew|7|10|Or also when he asks for a fish, will give him a serpent?
Matthew|7|11|If you then being evil know how to give good gifts to your children, how much more will your Father who is in the heavens give good things to those who ask Him!
Matthew|7|12|Therefore all that you wish men would do to you, so also you do to them; for this is the law and the prophets.
Matthew|7|13|Enter in through the narrow gate, for wide is the gate and broad is the way that leads to destruction, and many are those who enter through it.
Matthew|7|14|Because narrow is the gate and constricted is the way that leads to life, and few are those who find it.
Matthew|7|15|Beware of false prophets, who come to you in sheep’s clothing, but inwardly they are ravenous wolves.
Matthew|7|16|By their fruits you will recognize them. Do men gather grapes from thorns, or figs from thistles?
Matthew|7|17|Even so every good tree produces good fruit, but the corrupt tree produces bad fruit.
Matthew|7|18|A good tree cannot produce bad fruit, neither can a corrupt tree produce good fruit.
Matthew|7|19|Every tree that does not produce good fruit is cut down and cast into the fire.
Matthew|7|20|So then, by their fruits you will recognize them.
Matthew|7|21|Not everyone who says to Me, Lord, Lord, will enter into the kingdom of the heavens, but he who does the will of My Father who is in the heavens.
Matthew|7|22|Many will say to Me in that day, Lord, Lord, was it not in Your name that we prophesied, and in Your name cast out demons, and in Your name did many works of power?
Matthew|7|23|And then I will declare to them: I never knew you. Depart from Me, you workers of lawlessness.
Matthew|7|24|Everyone therefore who hears these words of Mine and does them shall be likened to a prudent man who built his house upon the rock.
Matthew|7|25|And the rain descended, and the rivers came, and the winds blew, and they beat against that house; and it did not fall, for it was founded on the rock.
Matthew|7|26|And everyone who hears these words of Mine and does not do them shall be likened to a foolish man who built his house upon the sand.
Matthew|7|27|And the rain descended, and the rivers came, and the winds blew, and they dashed against that house; and it fell, and its fall was great.
Matthew|7|28|And when Jesus finished these words, the crowds were astounded at His teaching,
Matthew|7|29|For He taught them as One having authority and not like their scribes.
Matthew|8|1|And when He came down from the mountain, great crowds followed Him.
Matthew|8|2|And behold, a leper, coming near, worshipped Him, saying, Lord, if You are willing, You can cleanse me.
Matthew|8|3|And stretching out His hand, He touched him, saying, I am willing; be cleansed! And immediately his leprosy was cleansed.
Matthew|8|4|And Jesus said to him, See that you tell no one; but go, show yourself to the priest, and offer the gift which Moses commanded, for a testimony to them.
Matthew|8|5|And when He entered into Capernaum, a centurion came to Him, beseeching Him
Matthew|8|6|And saying, Lord, my servant is lying in the house paralyzed, terribly tormented.
Matthew|8|7|And He said to him, I will come and heal him.
Matthew|8|8|But the centurion answered and said, Lord, I am not fit for You to enter under my roof; but only speak a word, and my servant will be healed.
Matthew|8|9|For I also am a man under authority, having soldiers under me. And I say to this one, Go, and he goes; and to another, Come, and he comes; and to my slave, Do this, and he does it.
Matthew|8|10|Now when Jesus heard this, He marveled and said to those who followed, Truly I say to you, With no one in Israel have I found such great faith.
Matthew|8|11|But I say to you that many will come from the east and the west and will recline at table with Abraham and Isaac and Jacob in the kingdom of the heavens,
Matthew|8|12|But the sons of the kingdom will be cast out into the outer darkness. In that place there will be the weeping and the gnashing of teeth.
Matthew|8|13|And Jesus said to the centurion, Go; as you have believed, so be it done to you. And his servant was healed in that hour.
Matthew|8|14|And Jesus, coming into Peter’s house, saw his mother-in-law lying down and in a fever.
Matthew|8|15|And He touched her hand, and the fever left her. And she arose and served Him.
Matthew|8|16|And when evening fell, they brought to Him many who were demon-possessed, and He cast out the spirits with a word, and all those who were ill He healed,
Matthew|8|17|So that what was spoken through Isaiah the prophet might be fulfilled, saying, “He Himself took away our infirmities and bore our diseases.”
Matthew|8|18|Now when Jesus saw a crowd around Him, He gave orders to depart to the other side.
Matthew|8|19|And a scribe came near and said to Him, Teacher, I will follow You wherever You go.
Matthew|8|20|And Jesus said to him, The foxes have holes, and the birds of heaven have roosts, but the Son of Man has nowhere to lay His head.
Matthew|8|21|And another of the disciples said to Him, Lord, permit me first to go and bury my father.
Matthew|8|22|But Jesus said to him, Follow Me, and let the dead bury their own dead.
Matthew|8|23|And when He stepped into the boat, His disciples followed Him.
Matthew|8|24|And behold, there arose a great tempest in the sea, so that the boat was covered by the waves; but He was sleeping.
Matthew|8|25|And they came near and roused Him, saying, Lord, save us; we are perishing!
Matthew|8|26|And He said to them, Why are you cowardly, you of little faith? Then He arose and rebuked the winds and the sea, and there was a great calm.
Matthew|8|27|And the men marveled, saying, What kind of man is this that even the winds and the sea obey Him?
Matthew|8|28|And when He came to the other side, into the region of the Gadarenes, two possessed by demons met Him, as they were coming out of the tombs, so exceedingly fierce that no one was able to pass by on that road.
Matthew|8|29|And behold, they cried out, saying, What do we have to do with You, Son of God? Have You come here before the time to torment us?
Matthew|8|30|Now there was, a good way off from them, a herd of many hogs feeding.
Matthew|8|31|And the demons entreated Him, saying, If You cast us out, send us into the herd of hogs.
Matthew|8|32|And He said to them, Go! And they came out and went into the hogs. And behold, the whole herd rushed down the steep slope into the sea, and they died in the waters.
Matthew|8|33|And those who were feeding them fled and went away into the city and reported everything, including what had happened to those possessed by demons.
Matthew|8|34|And behold, the whole city came out to meet Jesus; and when they saw Him, they entreated Him to depart from their borders.
Matthew|9|1|And stepping into a boat, He crossed over and came to His own city.
Matthew|9|2|And behold, they brought to Him a paralytic, lying on a bed. And Jesus, seeing their faith, said to the paralytic, Take courage, child; your sins are forgiven.
Matthew|9|3|And behold, some of the scribes said within themselves, This man blasphemes.
Matthew|9|4|And Jesus, knowing their thoughts, said, Why are you thinking evil things in your hearts?
Matthew|9|5|For which is easier, to say, Your sins are forgiven, or to say, Rise and walk?
Matthew|9|6|But that you may know that the Son of Man has authority on earth to forgive sins — then He said to the paralytic, Rise, take up your bed and go to your house.
Matthew|9|7|And he rose and went away to his house.
Matthew|9|8|And when the crowds saw this, they feared and glorified God, who had given such authority to men.
Matthew|9|9|And as Jesus passed on from there, He saw a man sitting at the tax office, called Matthew, and He said to him, Follow Me. And he rose and followed Him.
Matthew|9|10|And as He was reclining at table in the house, behold, many tax collectors and sinners came and reclined together with Jesus and His disciples.
Matthew|9|11|And when the Pharisees saw it, they said to His disciples, Why does your Teacher eat with the tax collectors and sinners?
Matthew|9|12|Now when He heard this, He said, Those who are strong have no need of a physician, but those who are ill.
Matthew|9|13|But go and learn what this means, “I desire mercy and not sacrifice,” for I did not come to call the righteous, but sinners.
Matthew|9|14|Then the disciples of John came to Him, saying, Why do we and the Pharisees fast much, but Your disciples do not fast?
Matthew|9|15|And Jesus said to them, The sons of the bridechamber cannot mourn as long as the bridegroom is with them, can they? But days will come when the bridegroom will be taken away from them, and then they will fast.
Matthew|9|16|No one puts a patch of unfulled cloth on an old garment, for that which fills it up pulls away from the garment, and a worse tear is made.
Matthew|9|17|Neither do they put new wine into old wineskins; otherwise, the wineskins burst, and the wine pours out, and the wineskins are ruined; but they put new wine into fresh wineskins, and both are preserved.
Matthew|9|18|As He was speaking these things to them, behold, a ruler came and worshipped Him, saying, My daughter has just died, but come and lay Your hand on her, and she will live.
Matthew|9|19|And Jesus rose and followed him, and so did His disciples.
Matthew|9|20|And behold, a woman who had been suffering from a hemorrhage for twelve years approached from behind and touched the fringe of His garment,
Matthew|9|21|For she said within herself, If only I touch His garment, I will be healed.
Matthew|9|22|And Jesus, turning and seeing her, said, Take courage, daughter; your faith has healed you. And the woman was healed from that hour.
Matthew|9|23|And when Jesus came to the ruler’s house and saw the flute players and the crowd making a commotion,
Matthew|9|24|He said, Depart, for the girl has not died but is sleeping. And they laughed scornfully at Him.
Matthew|9|25|But when the crowd had been put out, He entered and took hold of her hand, and the girl rose up.
Matthew|9|26|And this report went out into all that land.
Matthew|9|27|And as Jesus passed on from there, two blind men followed Him, crying out and saying, Have mercy on us, Son of David!
Matthew|9|28|And when He came into the house, the blind men came to Him; and Jesus said to them, Do you believe that I am able to do this? They said to Him, Yes, Lord.
Matthew|9|29|Then He touched their eyes, saying, According to your faith, let it be done to you.
Matthew|9|30|And their eyes were opened. And Jesus sternly charged them saying, See that no one knows!
Matthew|9|31|But they went out and spread reports about Him in all that land.
Matthew|9|32|And as they were going out, behold, they brought to Him a dumb man possessed with a demon.
Matthew|9|33|And when the demon was cast out, the dumb man spoke. And the crowds marveled, saying, Never has anything like this been seen in Israel.
Matthew|9|34|But the Pharisees said, By the ruler of the demons He casts out the demons.
Matthew|9|35|And Jesus went about all the cities and the villages, teaching in their synagogues and preaching the gospel of the kingdom and healing every disease and every sickness.
Matthew|9|36|And seeing the crowds, He was moved with compassion for them, because they were harassed and cast away like sheep not having a shepherd.
Matthew|9|37|Then He said to His disciples, The harvest is great, but the workers few;
Matthew|9|38|Therefore beseech the Lord of the harvest that He would thrust out workers into His harvest.
Matthew|10|1|And He called His twelve disciples to Him and gave them authority over unclean spirits, so that they would cast them out and heal every disease and every sickness.
Matthew|10|2|And the names of the twelve apostles are these: first, Simon, who is called Peter, and Andrew his brother; and James the son of Zebedee, and John his brother;
Matthew|10|3|Philip and Bartholomew; Thomas and Matthew the tax collector; James the son of Alphaeus, and Thaddaeus;
Matthew|10|4|Simon the Cananaean, and Judas Iscariot, who also betrayed Him.
Matthew|10|5|These twelve Jesus sent forth, charging them, saying, Do not go into the way of the Gentiles, and do not enter into any city of the Samaritans.
Matthew|10|6|But go rather to the lost sheep of the house of Israel.
Matthew|10|7|And as you go, proclaim, saying, The kingdom of the heavens has drawn near.
Matthew|10|8|Heal the sick, raise the dead, cleanse the lepers, cast out demons. Freely you have received; freely give.
Matthew|10|9|Do not acquire for yourselves gold nor silver nor copper for your belts;
Matthew|10|10|No bag for the journey nor two tunics nor sandals nor a staff; for the worker is worthy of his food.
Matthew|10|11|And into whatever city or village you enter, find out who in it is worthy; and there remain until you depart.
Matthew|10|12|And as you enter into the house, greet it.
Matthew|10|13|And if the house is worthy, let your peace come upon it; but if it is not worthy, let your peace return to you.
Matthew|10|14|And whoever does not receive you nor hear your words, as you go out of that house or city, shake off the dust from your feet.
Matthew|10|15|Truly I say to you, It will be more tolerable for the land of Sodom and Gomorrah in the day of judgment than for that city.
Matthew|10|16|Behold, I send you forth as sheep in the midst of wolves. Be therefore prudent as serpents and guileless as doves.
Matthew|10|17|And beware of men, for they will deliver you up to sanhedrins, and in their synagogues they will scourge you.
Matthew|10|18|And you will also be brought before governors and kings for My sake, for a testimony to them and to the Gentiles.
